,DistanceIsolated,DistanceTotal,SameHand,SameKey,SameFinger,Reach,Hurde,Frequency,Keyboard
M<,0.0,,True,False,False,False,False,,CRULP
Mw,0.0,,False,False,False,True,False,,CRULP
Mx,0.0,,False,False,False,False,False,,CRULP
M+,0.0,,True,False,False,True,False,,CRULP
MH,0.0,,True,False,True,True,False,,CRULP
M#,0.0,,False,False,False,True,False,,CRULP
Mm,0.0,,True,True,True,False,False,,CRULP
M?,0.0,,True,False,False,False,False,,CRULP
M=,0.0,,True,False,False,True,False,,CRULP
MR,0.0,,False,False,False,True,False,,CRULP
MO,0.0,,True,False,False,True,False,,CRULP
M:,0.0,,True,False,False,True,False,,CRULP
M\,0.0,,True,False,False,True,False,,CRULP
MF,0.0,,False,False,False,True,False,,CRULP
M_,0.0,,True,False,False,True,False,,CRULP
MQ,0.0,,False,False,False,True,False,,CRULP
MB,0.0,,False,False,False,False,False,,CRULP
Ma,0.0,,False,False,False,True,False,,CRULP
M[,0.0,,True,False,False,True,False,,CRULP
M-,0.0,,True,False,False,True,False,,CRULP
Mc,0.0,,False,False,False,False,False,,CRULP
Mo,0.0,,True,False,False,True,False,,CRULP
M&,0.0,,True,False,True,True,False,,CRULP
M!,0.0,,False,False,False,True,False,,CRULP
M^,0.0,,True,False,True,True,False,,CRULP
M',0.0,,True,False,False,True,False,,CRULP
M8,0.0,,True,False,False,True,False,,CRULP
Mg,0.0,,False,False,False,True,False,,CRULP
Mi,0.0,,True,False,False,True,False,,CRULP
Mt,0.0,,False,False,False,True,False,,CRULP
Mj,0.0,,True,False,True,True,False,,CRULP
MS,0.0,,False,False,False,True,False,,CRULP
M},0.0,,True,False,False,True,False,,CRULP
Mp,0.0,,True,False,False,True,False,,CRULP
MG,0.0,,False,False,False,True,False,,CRULP
MC,0.0,,False,False,False,False,False,,CRULP
M*,0.0,,True,False,False,True,False,,CRULP
M],0.0,,True,False,False,True,False,,CRULP
Mu,0.0,,True,False,True,True,False,,CRULP
MA,0.0,,False,False,False,True,False,,CRULP
Mk,0.0,,True,False,False,True,False,,CRULP
M3,0.0,,False,False,False,True,False,,CRULP
Mq,0.0,,False,False,False,True,False,,CRULP
M|,0.0,,True,False,False,True,False,,CRULP
Mz,0.0,,False,False,False,False,False,,CRULP
M~,0.0,,False,False,False,True,False,,CRULP
Ml,0.0,,True,False,False,True,False,,CRULP
M/,0.0,,True,False,False,False,False,,CRULP
MP,0.0,,True,False,False,True,False,,CRULP
M$,0.0,,False,False,False,True,False,,CRULP
MJ,0.0,,True,False,True,True,False,,CRULP
MU,0.0,,True,False,True,True,False,,CRULP
My,0.0,,True,False,True,True,False,,CRULP
Mv,0.0,,False,False,False,False,False,,CRULP
M9,0.0,,True,False,False,True,False,,CRULP
MZ,0.0,,False,False,False,False,False,,CRULP
M2,0.0,,False,False,False,True,False,,CRULP
ML,0.0,,True,False,False,True,False,,CRULP
MW,0.0,,False,False,False,True,False,,CRULP
M%,0.0,,False,False,False,True,False,,CRULP
M>,0.0,,True,False,False,False,False,,CRULP
"M""",0.0,,True,False,False,True,False,,CRULP
MT,0.0,,False,False,False,True,False,,CRULP
Mn,0.0,,True,False,True,False,False,,CRULP
MV,0.0,,False,False,False,False,False,,CRULP
M7,0.0,,True,False,True,True,False,,CRULP
M@,0.0,,False,False,False,True,False,,CRULP
ME,0.0,,False,False,False,True,False,,CRULP
MD,0.0,,False,False,False,True,False,,CRULP
MM,0.0,,True,True,True,False,False,,CRULP
M`,0.0,,False,False,False,True,False,,CRULP
M.,0.0,,True,False,False,False,False,,CRULP
MI,0.0,,True,False,False,True,False,,CRULP
Mf,0.0,,False,False,False,True,False,,CRULP
MN,0.0,,True,False,True,False,False,,CRULP
MK,0.0,,True,False,False,True,False,,CRULP
M0,0.0,,True,False,False,True,False,,CRULP
Mr,0.0,,False,False,False,True,False,,CRULP
"M,",0.0,,True,False,False,False,False,,CRULP
Mb,0.0,,False,False,False,False,False,,CRULP
M;,0.0,,True,False,False,True,False,,CRULP
Mh,0.0,,True,False,True,True,False,,CRULP
MY,0.0,,True,False,True,True,False,,CRULP
`d,0.0,,True,False,False,True,True,,CRULP
`),0.0,,False,False,False,True,False,,CRULP
`5,0.0,,True,False,False,True,False,,CRULP
`{,0.0,,False,False,False,True,True,,CRULP
`4,0.0,,True,False,False,True,False,,CRULP
`s,0.0,,True,False,False,True,True,,CRULP
`6,0.0,,False,False,False,True,False,,CRULP
`1,0.0,,True,False,True,True,False,,CRULP
`X,0.0,,True,False,False,True,False,,CRULP
`(,0.0,,False,False,False,True,False,,CRULP
`e,0.0,,True,False,False,True,True,,CRULP
`<,0.0,,False,False,False,True,False,,CRULP
`w,0.0,,True,False,False,True,True,,CRULP
`x,0.0,,True,False,False,True,False,,CRULP
`+,0.0,,False,False,False,True,False,,CRULP
`H,0.0,,False,False,False,True,True,,CRULP
`#,0.0,,True,False,False,True,False,,CRULP
`m,0.0,,False,False,False,True,False,,CRULP
`?,0.0,,False,False,False,True,False,,CRULP
`=,0.0,,False,False,False,True,False,,CRULP
`R,0.0,,True,False,False,True,True,,CRULP
`O,0.0,,False,False,False,True,True,,CRULP
`:,0.0,,False,False,False,True,True,,CRULP
`\,0.0,,False,False,False,True,True,,CRULP
`F,0.0,,True,False,False,True,True,,CRULP
`_,0.0,,False,False,False,True,False,,CRULP
`Q,0.0,,True,False,True,True,True,,CRULP
`B,0.0,,True,False,False,True,False,,CRULP
`a,0.0,,True,False,True,True,True,,CRULP
`[,0.0,,False,False,False,True,True,,CRULP
`-,0.0,,False,False,False,True,False,,CRULP
`c,0.0,,True,False,False,True,False,,CRULP
`o,0.0,,False,False,False,True,True,,CRULP
`&,0.0,,False,False,False,True,False,,CRULP
`!,0.0,,True,False,True,True,False,,CRULP
`^,0.0,,False,False,False,True,False,,CRULP
`',0.0,,False,False,False,True,True,,CRULP
`8,0.0,,False,False,False,True,False,,CRULP
`g,0.0,,True,False,False,True,True,,CRULP
`i,0.0,,False,False,False,True,True,,CRULP
`t,0.0,,True,False,False,True,True,,CRULP
`j,0.0,,False,False,False,True,True,,CRULP
`S,0.0,,True,False,False,True,True,,CRULP
`},0.0,,False,False,False,True,True,,CRULP
`p,0.0,,False,False,False,True,True,,CRULP
`G,0.0,,True,False,False,True,True,,CRULP
`C,0.0,,True,False,False,True,False,,CRULP
`*,0.0,,False,False,False,True,False,,CRULP
`],0.0,,False,False,False,True,True,,CRULP
`u,0.0,,False,False,False,True,True,,CRULP
`A,0.0,,True,False,True,True,True,,CRULP
`k,0.0,,False,False,False,True,True,,CRULP
`3,0.0,,True,False,False,True,False,,CRULP
`q,0.0,,True,False,True,True,True,,CRULP
`|,0.0,,False,False,False,True,True,,CRULP
`z,0.0,,True,False,True,True,False,,CRULP
`~,0.0,,True,True,True,True,False,,CRULP
`l,0.0,,False,False,False,True,True,,CRULP
`/,0.0,,False,False,False,True,False,,CRULP
`P,0.0,,False,False,False,True,True,,CRULP
`$,0.0,,True,False,False,True,False,,CRULP
`J,0.0,,False,False,False,True,True,,CRULP
`U,0.0,,False,False,False,True,True,,CRULP
`y,0.0,,False,False,False,True,True,,CRULP
`v,0.0,,True,False,False,True,False,,CRULP
`9,0.0,,False,False,False,True,False,,CRULP
`Z,0.0,,True,False,True,True,False,,CRULP
`2,0.0,,True,False,False,True,False,,CRULP
`L,0.0,,False,False,False,True,True,,CRULP
`W,0.0,,True,False,False,True,True,,CRULP
`%,0.0,,True,False,False,True,False,,CRULP
`>,0.0,,False,False,False,True,False,,CRULP
"`""",0.0,,False,False,False,True,True,,CRULP
`T,0.0,,True,False,False,True,True,,CRULP
`n,0.0,,False,False,False,True,False,,CRULP
`V,0.0,,True,False,False,True,False,,CRULP
`7,0.0,,False,False,False,True,False,,CRULP
`@,0.0,,True,False,False,True,False,,CRULP
`E,0.0,,True,False,False,True,True,,CRULP
`D,0.0,,True,False,False,True,True,,CRULP
`M,0.0,,False,False,False,True,False,,CRULP
``,0.0,,True,True,True,True,False,,CRULP
`.,0.0,,False,False,False,True,False,,CRULP
`I,0.0,,False,False,False,True,True,,CRULP
`f,0.0,,True,False,False,True,True,,CRULP
`N,0.0,,False,False,False,True,False,,CRULP
`K,0.0,,False,False,False,True,True,,CRULP
`0,0.0,,False,False,False,True,False,,CRULP
`r,0.0,,True,False,False,True,True,,CRULP
"`,",0.0,,False,False,False,True,False,,CRULP
`b,0.0,,True,False,False,True,False,,CRULP
`;,0.0,,False,False,False,True,True,,CRULP
`h,0.0,,False,False,False,True,True,,CRULP
`Y,0.0,,False,False,False,True,True,,CRULP
.d,0.0,0.0,False,False,False,True,False,1.0,CRULP
.),0.0,,True,False,False,True,False,,CRULP
.5,0.0,,False,False,False,True,False,,CRULP
.{,0.0,,True,False,False,True,False,,CRULP
.4,0.0,,False,False,False,True,False,,CRULP
.s,0.0,0.0,False,False,False,True,False,10.0,CRULP
.6,0.0,,True,False,False,True,False,,CRULP
.1,0.0,,False,False,False,True,False,,CRULP
.X,0.0,,False,False,False,False,False,,CRULP
.(,0.0,0.0,True,False,True,True,False,2.0,CRULP
.e,0.0,0.0,False,False,False,True,False,3.0,CRULP
.<,0.0,,True,False,False,False,False,,CRULP
.w,0.0,0.0,False,False,False,True,False,5.0,CRULP
.x,0.0,0.0,False,False,False,False,False,1.0,CRULP
.+,0.0,,True,False,False,True,False,,CRULP
.H,0.0,,True,False,False,True,False,,CRULP
.#,0.0,,False,False,False,True,False,,CRULP
.m,0.0,0.0,True,False,False,False,False,7.0,CRULP
.?,0.0,,True,False,False,False,False,,CRULP
.=,0.0,,True,False,False,True,False,,CRULP
.R,0.0,,False,False,False,True,False,,CRULP
.O,0.0,,True,False,True,True,False,,CRULP
.:,0.0,,True,False,False,True,False,,CRULP
.\,0.0,,True,False,False,True,False,,CRULP
.F,0.0,,False,False,False,True,False,,CRULP
._,0.0,,True,False,False,True,False,,CRULP
.Q,0.0,,False,False,False,True,False,,CRULP
.B,0.0,,False,False,False,False,False,,CRULP
.a,0.0,0.0,False,False,False,True,False,8.0,CRULP
.[,0.0,,True,False,False,True,False,,CRULP
.-,0.0,,True,False,False,True,False,,CRULP
.c,0.0,,False,False,False,False,False,,CRULP
.o,0.0,0.0,True,False,True,True,False,1.0,CRULP
.&,0.0,,True,False,False,True,False,,CRULP
.!,0.0,0.0,False,False,False,True,False,5.0,CRULP
.^,0.0,0.0,True,False,False,True,False,4.0,CRULP
.',0.0,,True,False,False,True,False,,CRULP
.8,0.0,,True,False,False,True,False,,CRULP
.g,0.0,,False,False,False,True,False,,CRULP
.i,0.0,0.0,True,False,False,True,False,5.0,CRULP
.t,0.0,0.0,False,False,False,True,False,3.0,CRULP
.j,0.0,0.0,True,False,False,True,False,2.0,CRULP
.S,0.0,0.0,False,False,False,True,False,2.0,CRULP
.},0.0,,True,False,False,True,False,,CRULP
.p,0.0,0.0,True,False,False,True,False,1.0,CRULP
.G,0.0,,False,False,False,True,False,,CRULP
.C,0.0,,False,False,False,False,False,,CRULP
.*,0.0,0.0,True,False,False,True,False,1.0,CRULP
.],0.0,,True,False,False,True,False,,CRULP
.u,0.0,,True,False,False,True,False,,CRULP
.A,0.0,0.0,False,False,False,True,False,1.0,CRULP
.k,0.0,0.0,True,False,False,True,False,4.0,CRULP
.3,0.0,,False,False,False,True,False,,CRULP
.q,0.0,,False,False,False,True,False,,CRULP
.|,0.0,,True,False,False,True,False,,CRULP
.z,0.0,,False,False,False,False,False,,CRULP
.~,0.0,,False,False,False,True,False,,CRULP
.l,0.0,0.0,True,False,True,True,False,3.0,CRULP
./,0.0,,True,False,False,False,False,,CRULP
.P,0.0,,True,False,False,True,False,,CRULP
.$,0.0,0.0,False,False,False,True,False,1.0,CRULP
.J,0.0,,True,False,False,True,False,,CRULP
.U,0.0,,True,False,False,True,False,,CRULP
.y,0.0,,True,False,False,True,False,,CRULP
.v,0.0,,False,False,False,False,False,,CRULP
.9,0.0,,True,False,True,True,False,,CRULP
.Z,0.0,,False,False,False,False,False,,CRULP
.2,0.0,,False,False,False,True,False,,CRULP
.L,0.0,,True,False,True,True,False,,CRULP
.W,0.0,,False,False,False,True,False,,CRULP
.%,0.0,0.0,False,False,False,True,False,2.0,CRULP
.>,0.0,,True,True,True,False,False,,CRULP
".""",0.0,0.0,True,False,False,True,False,282.0,CRULP
.T,0.0,0.0,False,False,False,True,False,1.0,CRULP
.n,0.0,0.0,True,False,False,False,False,4.0,CRULP
.V,0.0,,False,False,False,False,False,,CRULP
.7,0.0,,True,False,False,True,False,,CRULP
.@,0.0,0.0,False,False,False,True,False,4.0,CRULP
.E,0.0,,False,False,False,True,False,,CRULP
.D,0.0,0.0,False,False,False,True,False,1.0,CRULP
.M,0.0,,True,False,False,False,False,,CRULP
.`,0.0,,False,False,False,True,False,,CRULP
..,0.0,0.0,True,True,True,False,False,36.0,CRULP
.I,0.0,,True,False,False,True,False,,CRULP
.f,0.0,,False,False,False,True,False,,CRULP
.N,0.0,,True,False,False,False,False,,CRULP
.K,0.0,0.0,True,False,False,True,False,1.0,CRULP
.0,0.0,,True,False,False,True,False,,CRULP
.r,0.0,0.0,False,False,False,True,False,1.0,CRULP
".,",0.0,0.0,True,False,False,False,False,3.0,CRULP
.b,0.0,0.0,False,False,False,False,False,1.0,CRULP
.;,0.0,,True,False,False,True,False,,CRULP
.h,0.0,,True,False,False,True,False,,CRULP
.Y,0.0,,True,False,False,True,False,,CRULP
Id,0.0,,False,False,False,True,True,,CRULP
I),0.0,,True,False,False,True,True,,CRULP
I5,0.0,,False,False,False,True,True,,CRULP
I{,0.0,,True,False,False,True,False,,CRULP
I4,0.0,,False,False,False,True,True,,CRULP
Is,0.0,,False,False,False,True,True,,CRULP
I6,0.0,,True,False,False,True,True,,CRULP
I1,0.0,,False,False,False,True,True,,CRULP
IX,0.0,,False,False,False,True,False,,CRULP
I(,0.0,,True,False,False,True,True,,CRULP
Ie,0.0,,False,False,False,True,False,,CRULP
I<,0.0,,True,False,True,True,False,,CRULP
Iw,0.0,,False,False,False,True,False,,CRULP
Ix,0.0,,False,False,False,True,False,,CRULP
I+,0.0,,True,False,False,True,True,,CRULP
IH,0.0,,True,False,False,True,True,,CRULP
I#,0.0,,False,False,False,True,True,,CRULP
Im,0.0,,True,False,False,True,False,,CRULP
I?,0.0,,True,False,False,True,False,,CRULP
I=,0.0,,True,False,False,True,True,,CRULP
IR,0.0,,False,False,False,True,False,,CRULP
IO,0.0,,True,False,False,True,False,,CRULP
I:,0.0,,True,False,False,True,True,,CRULP
I\,0.0,,True,False,False,True,False,,CRULP
IF,0.0,,False,False,False,True,True,,CRULP
I_,0.0,,True,False,False,True,True,,CRULP
IQ,0.0,,False,False,False,True,False,,CRULP
IB,0.0,,False,False,False,True,False,,CRULP
Ia,0.0,,False,False,False,True,True,,CRULP
I[,0.0,,True,False,False,True,False,,CRULP
I-,0.0,,True,False,False,True,True,,CRULP
Ic,0.0,,False,False,False,True,False,,CRULP
Io,0.0,,True,False,False,True,False,,CRULP
I&,0.0,,True,False,False,True,True,,CRULP
I!,0.0,,False,False,False,True,True,,CRULP
I^,0.0,,True,False,False,True,True,,CRULP
I',0.0,,True,False,False,True,True,,CRULP
I8,0.0,,True,False,True,True,True,,CRULP
Ig,0.0,,False,False,False,True,True,,CRULP
Ii,0.0,,True,True,True,True,False,,CRULP
It,0.0,,False,False,False,True,False,,CRULP
Ij,0.0,,True,False,False,True,True,,CRULP
IS,0.0,,False,False,False,True,True,,CRULP
I},0.0,,True,False,False,True,False,,CRULP
Ip,0.0,,True,False,False,True,False,,CRULP
IG,0.0,,False,False,False,True,True,,CRULP
IC,0.0,,False,False,False,True,False,,CRULP
I*,0.0,,True,False,True,True,True,,CRULP
I],0.0,,True,False,False,True,False,,CRULP
Iu,0.0,,True,False,False,True,False,,CRULP
IA,0.0,,False,False,False,True,True,,CRULP
Ik,0.0,,True,False,True,True,True,,CRULP
I3,0.0,,False,False,False,True,True,,CRULP
Iq,0.0,,False,False,False,True,False,,CRULP
I|,0.0,,True,False,False,True,False,,CRULP
Iz,0.0,,False,False,False,True,False,,CRULP
I~,0.0,,False,False,False,True,True,,CRULP
Il,0.0,,True,False,False,True,True,,CRULP
I/,0.0,,True,False,False,True,False,,CRULP
IP,0.0,,True,False,False,True,False,,CRULP
I$,0.0,,False,False,False,True,True,,CRULP
IJ,0.0,,True,False,False,True,True,,CRULP
IU,0.0,,True,False,False,True,False,,CRULP
Iy,0.0,,True,False,False,True,False,,CRULP
Iv,0.0,,False,False,False,True,False,,CRULP
I9,0.0,,True,False,False,True,True,,CRULP
IZ,0.0,,False,False,False,True,False,,CRULP
I2,0.0,,False,False,False,True,True,,CRULP
IL,0.0,,True,False,False,True,True,,CRULP
IW,0.0,,False,False,False,True,False,,CRULP
I%,0.0,,False,False,False,True,True,,CRULP
I>,0.0,,True,False,False,True,False,,CRULP
"I""",0.0,,True,False,False,True,True,,CRULP
IT,0.0,,False,False,False,True,False,,CRULP
In,0.0,,True,False,False,True,False,,CRULP
IV,0.0,,False,False,False,True,False,,CRULP
I7,0.0,,True,False,False,True,True,,CRULP
I@,0.0,,False,False,False,True,True,,CRULP
IE,0.0,,False,False,False,True,False,,CRULP
ID,0.0,,False,False,False,True,True,,CRULP
IM,0.0,,True,False,False,True,False,,CRULP
I`,0.0,,False,False,False,True,True,,CRULP
I.,0.0,,True,False,False,True,False,,CRULP
II,0.0,,True,True,True,True,False,,CRULP
If,0.0,,False,False,False,True,True,,CRULP
IN,0.0,,True,False,False,True,False,,CRULP
IK,0.0,,True,False,True,True,True,,CRULP
I0,0.0,,True,False,False,True,True,,CRULP
Ir,0.0,,False,False,False,True,False,,CRULP
"I,",0.0,,True,False,True,True,False,,CRULP
Ib,0.0,,False,False,False,True,False,,CRULP
I;,0.0,,True,False,False,True,True,,CRULP
Ih,0.0,,True,False,False,True,True,,CRULP
IY,0.0,,True,False,False,True,False,,CRULP
fd,0.0,0.0,True,False,False,True,False,34.0,CRULP
f),0.0,,False,False,False,True,True,,CRULP
f5,0.0,,True,False,True,True,True,,CRULP
f{,0.0,,False,False,False,True,True,,CRULP
f4,0.0,,True,False,True,True,True,,CRULP
fs,0.0,0.0,True,False,False,True,False,231.0,CRULP
f6,0.0,,False,False,False,True,True,,CRULP
f1,0.0,,True,False,False,True,True,,CRULP
fX,0.0,,True,False,False,True,False,,CRULP
f(,0.0,0.0,False,False,False,True,True,1.0,CRULP
fe,0.0,0.0,True,False,False,True,True,103.0,CRULP
f<,0.0,,False,False,False,True,False,,CRULP
fw,0.0,0.0,True,False,False,True,True,348.0,CRULP
fx,0.0,0.0,True,False,False,True,False,30.0,CRULP
f+,0.0,,False,False,False,True,True,,CRULP
fH,0.0,,False,False,False,True,False,,CRULP
f#,0.0,,True,False,False,True,True,,CRULP
fm,0.0,0.0,False,False,False,True,False,92.0,CRULP
f?,0.0,,False,False,False,True,False,,CRULP
f=,0.0,,False,False,False,True,True,,CRULP
fR,0.0,,True,False,True,True,True,,CRULP
fO,0.0,0.0,False,False,False,True,True,1.0,CRULP
f:,0.0,0.0,False,False,False,True,False,7.0,CRULP
f\,0.0,,False,False,False,True,True,,CRULP
fF,0.0,,True,True,True,True,False,,CRULP
f_,0.0,,False,False,False,True,True,,CRULP
fQ,0.0,,True,False,False,True,True,,CRULP
fB,0.0,,True,False,True,True,False,,CRULP
fa,0.0,0.0,True,False,False,True,False,907.0,CRULP
f[,0.0,,False,False,False,True,True,,CRULP
f-,0.0,0.0,False,False,False,True,True,3.0,CRULP
fc,0.0,0.0,True,False,False,True,False,12.0,CRULP
fo,0.0,0.0,False,False,False,True,True,461.0,CRULP
f&,0.0,0.0,False,False,False,True,True,1.0,CRULP
f!,0.0,0.0,True,False,False,True,True,5.0,CRULP
f^,0.0,,False,False,False,True,True,,CRULP
f',0.0,,False,False,False,True,False,,CRULP
f8,0.0,,False,False,False,True,True,,CRULP
fg,0.0,0.0,True,False,True,True,False,8.0,CRULP
fi,0.0,0.0,False,False,False,True,True,665.0,CRULP
ft,0.0,0.0,True,False,True,True,True,473.0,CRULP
fj,0.0,0.0,False,False,False,True,False,34.0,CRULP
fS,0.0,0.0,True,False,False,True,False,73.0,CRULP
f},0.0,,False,False,False,True,True,,CRULP
fp,0.0,0.0,False,False,False,True,True,33.0,CRULP
fG,0.0,0.0,True,False,True,True,False,45.0,CRULP
fC,0.0,0.0,True,False,False,True,False,5.0,CRULP
f*,0.0,,False,False,False,True,True,,CRULP
f],0.0,,False,False,False,True,True,,CRULP
fu,0.0,,False,False,False,True,True,,CRULP
fA,0.0,0.0,True,False,False,True,False,20.0,CRULP
fk,0.0,0.0,False,False,False,True,False,234.0,CRULP
f3,0.0,,True,False,False,True,True,,CRULP
fq,0.0,0.0,True,False,False,True,True,107.0,CRULP
f|,0.0,,False,False,False,True,True,,CRULP
fz,0.0,0.0,True,False,False,True,False,21.0,CRULP
f~,0.0,,True,False,False,True,True,,CRULP
fl,0.0,0.0,False,False,False,True,False,415.0,CRULP
f/,0.0,,False,False,False,True,False,,CRULP
fP,0.0,,False,False,False,True,True,,CRULP
f$,0.0,,True,False,True,True,True,,CRULP
fJ,0.0,0.0,False,False,False,True,False,59.0,CRULP
fU,0.0,,False,False,False,True,True,,CRULP
fy,0.0,0.0,False,False,False,True,True,18.0,CRULP
fv,0.0,0.0,True,False,True,True,False,35.0,CRULP
f9,0.0,,False,False,False,True,True,,CRULP
fZ,0.0,0.0,True,False,False,True,False,8.0,CRULP
f2,0.0,,True,False,False,True,True,,CRULP
fL,0.0,,False,False,False,True,False,,CRULP
fW,0.0,,True,False,False,True,True,,CRULP
f%,0.0,0.0,True,False,True,True,True,1.0,CRULP
f>,0.0,,False,False,False,True,False,,CRULP
"f""",0.0,0.0,False,False,False,True,False,8.0,CRULP
fT,0.0,0.0,True,False,True,True,True,42.0,CRULP
fn,0.0,0.0,False,False,False,True,False,160.0,CRULP
fV,0.0,0.0,True,False,True,True,False,120.0,CRULP
f7,0.0,,False,False,False,True,True,,CRULP
f@,0.0,0.0,True,False,False,True,True,3.0,CRULP
fE,0.0,,True,False,False,True,True,,CRULP
fD,0.0,0.0,True,False,False,True,False,3.0,CRULP
fM,0.0,,False,False,False,True,False,,CRULP
f`,0.0,,True,False,False,True,True,,CRULP
f.,0.0,0.0,False,False,False,True,False,4.0,CRULP
fI,0.0,,False,False,False,True,True,,CRULP
ff,0.0,0.0,True,True,True,True,False,11.0,CRULP
fN,0.0,,False,False,False,True,False,,CRULP
fK,0.0,0.0,False,False,False,True,False,26.0,CRULP
f0,0.0,,False,False,False,True,True,,CRULP
fr,0.0,0.0,True,False,True,True,True,912.0,CRULP
"f,",0.0,0.0,False,False,False,True,False,21.0,CRULP
fb,0.0,0.0,True,False,True,True,False,65.0,CRULP
f;,0.0,,False,False,False,True,False,,CRULP
fh,0.0,0.0,False,False,False,True,False,81.0,CRULP
fY,0.0,,False,False,False,True,True,,CRULP
Nd,0.0,0.0,False,False,False,True,False,268.0,CRULP
N),0.0,,True,False,False,True,False,,CRULP
N5,0.0,,False,False,False,True,False,,CRULP
N{,0.0,0.0,True,False,False,True,False,1.0,CRULP
N4,0.0,,False,False,False,True,False,,CRULP
Ns,0.0,0.0,False,False,False,True,False,623.0,CRULP
N6,0.0,,True,False,True,True,False,,CRULP
