,Stim
1392,شیخ : لاپروائی سے نہیں صرف آج ہی گیا تھا
1393,اس کے باوجود کامیابی نے مسلمانوں کے قدم چومے۔
1394,یہ خطاب انہیں ان کے مداحوں نے عطا کیا۔
1395,قلب میں کوئی تو وجہ ہوگی اس بھوت کی
1396,نظر اس کی اگر میخانہ بن جائے تو کیا کیجے
1397,آپ ثانی کے نام سے بھی معروف تھے۔
1398,ٹک مہر کے پانی سوں یہ آگ بجھاتی جا
1399,بے وفا جب سے وفاداروں کے مالک ہو گئے
1400,میں محفل کا دوسرا امیر ترین انسان ہوں
1401,بنگش قبائیل خاندانی طور پر انتہائی امیر ہیں۔
1402,کہ ہم غریب ہوئے ہیں انہی کی دولت سے
1403,منہ اس طرف کبھی تو اے آفتاب ہو گا
1404,آنکھوں کو اب نہ ڈھانپ مجھے ڈوبتے بھی دیکھ
1405,محال لگتا ہے دریا کا اب اتر جانا
1406,ان کے بعد کئی بار قید اور رہا ہوئے۔
1407,اک روز خود کو ہنس کے رلا دینا چاہیے
1408,اللہ سدا آپ کو اپنی امان مین رکھے آمین
1409,کوئٹہ : فائرنگ سے سیشن جج سمیت تین ہلاک
1410,تمام احباب کی پسندیدگی اورحوصلہ افزائی کا شکریہ -
1411,کرنل وحید الدین کی کتاب روزگار فقیر سے اقتباس
1412,یہ حیدرآباد دکن کے مشہور پکوانوں میں سے ایک ہے۔
1413,میں نے تو کیچڑ کی بھری ٹوکری الٹ دی
1414,جیسا کہ اللہ تعالی نے ان کے متعلق فرمایا ہے
1415,ڈی ہو کر پروگرام کو چھوڑ دیتے ہیں ۔
1416,تیری ذات بابرکت اور بلند و بالا ہے۔
1417,ہر عام کی دعوت کا مزہ اور ہی کچھ ہے
1418,دوم بہت بہادر اور اشکار کے شوقین تھے۔
1419,عاصم انہیں سکھلا دو ابھی دھوپ میں چلنا
1420,آپ لوگوں سے مل کر بہت کھوش ہوا ہے۔
1421,جب کہ اس کے ماہرین ماہرین رضویات کہلاتے ہیں۔
1422,غربت سعودی عرب میں بھی ڈیرے جمانے لگی
1423,ڈپتی کلکٹر دفتر میں کلرک کا بھی کام کیا۔
1424,دھجیاں کس کی اڑیں کس کا بدن چاک ہوا
1425,وقت دو ہی گزرے ہیں مجھ پر اچھے
1426,اس ادارہ نے متعدد مفید کتابچے شائع کیے ہیں
1427,وہ سفید اندام گورے جن کا دل یکسر سیاہ
1428,ظالم نے اتنی پی ہے کہ مدہوش پڑا ہے
1429,ہم جنس اگر ملے نہ کوئی آسمان پر
1430,ہم نے جس جس چاہا تیرے ہجراں میں وہ لوگ
1431,ایک ہی بار زبان دیکھ کر معلوم ہوگیا ہے
1432,اور یہ دھولپور کا باشندہ مسیحیت کا پیروکار بن گیا۔
1433,آپ وہ ہو جو کوئی دشمن بھی نا ہو
1434,یہی یاد آیا کہ عینی کہاں غائب ہے
1435,جماعت نہم کی حیاتیات غور سے نہیں پڑھی آپ نے
1436,یہ تو آپ اپنا ہی عکس دیکھتی ہیں بہنا
1437,سمجھ سکتے نہیں اس راز کو سینا و فارابی
1438,بھینس کے آگے بین ہم نے بجائی تو خوب ہے
1439,تقریبا صفر ہو جاتا ہے جہاں وقتی دائم
1440,کیونکہ بھٹو ہوتا تو آج ملک ہی نہ بچتا
1441,مجھ کو کافی ہے ترا نام برائے خوشبو
1442,اس میں گھندھار وادی اور پنچم سموادی سر ہے۔
1443,بھیا ہمارے لئے تو مدتوں سے ایک ہی شعر ہے
1444,اصل نام رضا خان سپاہی کے بیٹے تھے
1445,وہ شب جس کو تم نے گلے سے لگاکر
1446,کیا خاتون اول ابھی تک نہیں آئیں پاکستان سے
1447,اب اور کیا امید رکھیں چشم تر سے ہم 1944
1448,جنگ والے اس کا جواب کبھی نہیں دے سکتے
1449,ان کا تعلق بےحد غریب گھرانے سے تھا۔
1450,اس کے بازو یا پنکھ کمزور ہوتے ہیں۔
1451,کروں جو آہ زمین و زمان جل جاوے
1452,جو کرنے کا کام ہے وہ عوام کیوں نہیں کرتی
1453,آپ کے ہاں ابتدا میں بہت تنگی تھی۔
1454,کچھ ایسا عارضہ تھا لاحق سانس اٹکی تھی
1455,ساتویں صدی عیسوی کے چاند گرہنوں کی فہرست
1456,جو ضرورت میں ہو موجود وہ مال اچھا ہے
1457,ہمارے دائرے میں کیوں نہیں رہتا یہ کافر ہے
1458,جہاں پر تھے مرشد وہ پہنچے وہاں تھے
1459,قرآن فہمی کی ترغیب دلانا اس کا بنیادی مقصد ہے۔
1460,سب سے پہلے تو اس لنک کو چیک کر ے
1461,چراغ سامنے والے مکان میں بھی نہ تھا
1462,ہم کو اک دن ہو نہ جائے بے قراری
1463,جلسہ کرکے دعا ئیں دوں گی میں تو
1464,شاکر مہروی کی شاعری اور ان کا ظہور دھریجہ
1465,کن خواہشوں کا گرم لہو زیب خاک ہے
1466,ایچ ٹی ایم ایل بی بی کوڈ موڈ
1467,یوں نیوزی لینڈ نے میچ 55 رنز سے جیت لیا
1468,میرے سے بھی ہو جاتے ہیں بھیا فکر ناٹ
1469,غریب وال ریلوے اسٹیشن پاکستان میں واقع ہے۔
1470,چڑھی جاتی ہے ہر ہر شے کی قیمت آسمانوں پر
1471,آپ کا نام شمسالدین محمد سبزواری ہے جبکہ لقب ہے۔
1472,صاحبان صبر کو دریا کا پانی دور سے
1473,مستونگ روڈ ریلوے اسٹیشن پاکستان میں واقع ہے۔
1474,خالد کو انتہائی سخت لہجے میں ڈپٹ دیا
1475,جب سے چمن چھٹا ہے یہ حال ہو گیا ہے
1476,ہندو صرف وشنو اور شو کی پوجا کرتے ہیں۔
1477,یہ کیا ہے سیاہی کا کاغذ پہ بکھر جانا
1478,فنا کا راز جس نے آشکارا کر دیا سب پر
1479,آسارام کو ہے بچیوں کے جنسی استحصال کرنے کی بیماری
1480,بلوچستان : صحافی کی لاش ملنے پر تشویش
1481,غالب کو جانتا ہے کہ وہ نیم جاں نہیں
1482,مگر بات الجھی ہوئی رہگزر کی طرح بڑھ رہی ہے
1483,میری رائے تو موجود ہے جو خاصی اچھی ہے
1484,میرے پاس لوکل سرور میں چل رہا ہے
1485,فاروق سرور خان ، مئی 12 ، 2008
1486,فاروق سرور خان ، مئی 10 ، 2008
1487,ارے میرا مطلب تھا کراچی یا ممبئی والے بھائی
1488,آپ کی آنکھوں میں یہ آنسو کہاں سے آگئے
1489,خواہش کے سارے پیڑ ہی جب بے ثمر رہے
1490,استاد محترم اب تو حملہ ہو ہی جائے
1491,ان کی جماعتوں میں کارکن زیادہ ہوتے ہیں۔
1492,اک حشر اس زمین پہ اٹھا دینا چاہیے
1493,موت کے درندے میں اک کشش تو ہے ثروت
1494,آئین کے آرٹیکل کو دسمبر سے فعال تصور کیا گیا
1495,اس درجہ مفصل رہنمائی کے لئے دلی شکریہ
1496,ورنہ ہجر کا موسم کس کو راس آتا ہے
1497,گنتی میں اسے ایک ارب بولا جاتا ہے۔
1498,استاد کو فن تعلیم سے فطری مناسبت ہو
1499,ہم تو اس کھیل کا حصہ تھے ازل سے شاید
1500,پھر اس نے ایک دوسرا قصہ سناتے ہوئے کہا
1501,وگرنہ غم تو یہاں بے شمار رہتے ہیں
1502,ماما تو پھر ماما ہوتی ہے ناں - یہاں دیکھیں
1503,ہر بات پہ پیارے ہمیں غصہ نہیں آتا
1504,اگر اپ زندگی کو ایک مشقت سمجھتے ہیں
1505,آٹھویں صدی عیسوی کے چاند گرہنوں کی فہرست
1506,میں جیسا چاہتا ہوں ویسا موسم ڈھونڈ لیتا ہوں
1507,ہم اتنی تنگی میں اس کو شراب کیا دیتے
1508,ایک مدت سے مری ماں نہیں سوئی تابش
1509,اکبر جو مل گئے تو ٹھہر جائے گا حسین
1510,نمازیں پانچ پڑھ کے بس تمہاری ہی بقا مانگیں
1511,دونوں جماعتوں کے درمیان مفاہمت کی کئی کوششیں ہوئیں۔
1512,امید ہے آپ سب خیریت سے ہوں گے حال احوال
1513,جس کی آنکھیں مجھے اندر سے بھی پڑھ سکتی ہیں
1514,اللہ سب کو سدا اپنی امان میں رکھے آمین
1515,ناممکن ہے سرچ ایبل پی ڈی ایف بنانا
1516,ترے خیال پہ شب خوں تو خیر کیا کرتے
1517,دیکھا ایک تحفہ دیا اور مزید کی ڈیمانڈ شروع
1518,40 ۔ قبول اسلام میں کوئ جبر نہیں 34770
1519,ان کا بڑا ہتھار رومال یا پھندا ہوتا تھا۔
1520,خیر ہے آ جائیں کر لیں گے کچھ نہ کچھ
1521,گرمکنڈہ میں سالانہ مشاعروں کے انعقاد میں تعاون۔
1522,واہ کیا خوب لکھا ہے نیرنگ خیال بھائی
1523,منیر انور صاحب کی سمجھ میں آ گئی ہے
1524,کاٹے کبھی منہ سر کبھی گردن سے اڑائے
1525,آپ کہیے کیسے ہیں اور کیا معمولات ہیں آج کل
1526,بنیادی طور پر یہ معاشیات کی ایک اہم شاخ ہے
1527,خود کو بھی خبر ہونے نہیں دی کبھی اپنی
1528,روتے روتے بیٹھ گئی آواز کسی شیدائی کی
1529,اول اول کا عشق بھی یاد ہے فراز
1530,ہرے گھر میں رہنے والے کو کافی پسند ہے
1531,ظلم کی طرح اذیت میں ہے جس طرح حیات
1532,اس آیت کا ترجمہ بعض لوگوں نے یہ کیا
1533,16 اوور کی پہلی بال پر ایک اور وکٹ
1534,تقدیر کی درج ذیل تین اقسام ہیں :
1535,اب غزل ایک نئے تصور کے تحت ہے۔
1536,39 ۔ شاعری کے لیے کیا کیا شرطیں ضروری ہیں
1537,جاہ و حشم وہ شان وہ شوکت نہیں رہی
1538,آگے کی تعلیم کے لئے اسلامیہ کالج لاہور گئے تھے
1539,پہلے حصے کا تعلق انصار و مہاجرین سے ہے۔
1540,آتے جاتے ہوئے موسم تھے زمانہ تو تھا
1541,انھیں 1959 میں کیمیاء کو نوبیل انعام دیا گیا۔
1542,پھر اس کے بعد ہے وہ سنہری مکاں کا شہر
1543,ہاں تو بزرگوں آپ ٹھیک ہی کہ رہے ہونگے
1544,182 آپ کی طویل ترین انفرادی اننگ ہے۔
1545,بات یہ تیرے سوا اور بھلا کس سے کہیں
1546,کلور کوٹ ریلوے اسٹیشن پاکستان میں واقع ہے۔
1547,کراچی تا راولپنڈی براستہ حیدر آباد روہڑی ملتان اور لاہور
1548,اور شائد آج بھی انکی باقیات یہی کچھ پڑھاتی ہوگی
1549,یہ آپ بھائیوں کا اور مہ جبین آنٹی کا معاملہ ہے
1550,اسٹینفورڈ برائے فلسفہ پر زندگی سے مطابق مضمون
1551,نگاہ ہم اٹھاتے ہیں جس سمت کو بھی
1552,اس ایئرلائن کو 2004 میں حبیب علوی نے شروع کیا۔
1553,ہاں کچھ دنوں تو نوحہ و ماتم ہوا کیا
1554,جاسوسی سے زیادہ ہم کمانڈو ایکشن والے آدمی ہیں
1555,جس طرح نفیس فونٹ کا نمونہ وکیپیڈیا پر دیا ہے
1556,اسی امید پہ میری طرف وہ آیا ہوا ہے
1557,تب یہاں ایمان کی کھیتی ہری ہو گی
1558,یہ کبھی آگ میں ہوتا ہے کبھی پانی میں
1559,تو نے اے غافل گریباں میں بھی دیکھا ہے کبھی
1560,امانت کی طرح رکھا زمین نے روز محشر تک
1561,افضل، ایران مشرقی آزربائیجان اور ایران کا علاقہ
1562,ان خلیوں کی کمی اس مرض کا باعث ہوتی ہے
1563,پھر محفل میں کون مراسلے ارسال کررہا تھا
1564,کم از کم چھ ماہ تو رہوں گا انشااللہ
1565,سوچوں میں ڈوبنے سے بھی لکھنا نہ آ سکا
1566,تراجم مرحلہ 1 سے 4 تک مکمل ہو گیا ہے
1567,سبحان اللہ ۔ بہت عمدہ محمود احمد غزنوی صاحب
1568,آپ نے کیا سنانا ھے سنائیں میں سن رھی ہوں
1569,بہت خوب لکھا ہے آپ نے مغل بھائی
1570,کیا کروں ہو گیا دل اب تو گرفتار مرا
1571,یونان نے بھی اپنی آزادی کا اعلان کر دیا۔
1572,شور اتنا تھا کوئی بات نہ ہونے پائی
1573,پولیس مطمئن کرے تبھی تعاون ہوگا : جرگہ
1574,لال گلی سے گزری ہے کاغذ کی کشتی
1575,میں تو بس نقل کرنا ہی جانتا ہوں
1576,اور ایک اور مقام پر یوں ارشاد فرمایا:
1577,جوں شمع چھوڑنے کی نہیں یہ زباں مجھے
1578,اس واقعہ کا اسلامی نام شیطانک ورسز نہیں ہے۔
1579,وہ ایلیاڈ اور اوڈیسی جیسی شاہکار رزمیہ نظمیں لکھیں تھیں۔
1580,انھیں کمرے کی بوسیدہ چھتوں سے ڈر نہیں لگتا
1581,شگفتہ بہن آج کا اسکور کچھ یوں رہا
1582,اس شعر کو یوں بھی دیکھیے گا ازراہ کرم
1583,لکھنے پر تو پھر اس کاش کا کیا کام
1584,یعنی زمین کی گردش میں فرق واقع ہونا
1585,وہ مصرع تھا کہ اک گل رنگ چہرہ
1586,کچھ لوگوں کا ہے یہ کہنا یہ بھی ایک اداسی ہے
1587,اس قسم کے واقعات کبھی کبھی ہوا کرتے ہیں
1588,اس کا بیٹا بھوج ایک کامیاب اور قابل راجہ تھا
