sentence,log10_score
کالی سے حسب ذیل مراد ہو سکتے ہیں:,-3.422227144241333
اس کے بعد ان کا سیاسی سفر شروع ہوا۔,-2.1890951792399087
یہ دروازہ کیرینیہ کر نزدیک ابراہیم پاشا محلہ میں واقع ہے۔,-3.4079981717196377
شاکر مہروی محمد رمضان شاکر مہروی سرائیکی زبان کا ایک مشہور,-3.0625117908824575
اسپیشل ایجوکیشن کمپلیکس فار ڈس ایبلڈ خالق آباد، قلات ڈویژن,-5.298159408569336
ییاتی کے دو بیٹے پورو اور یادو تھے۔,-4.328925609588623
سلسلہ نسب امام جعفر الصادق تک جا ملتا ہے۔,-3.0319097306993275
اس طرح پاور فیکٹر بہتر ہو جاتا ہے۔,-3.1404776573181152
کرب بدن سے کم نہ ہوئے دل کے فاصلے,-2.90002801683214
یہ کھیل رنگ کے اندر کھیلا جاتا ہے۔,-2.906421661376953
خود انہیں سبری ملا میں داخلے سے روکا گیا ہے۔,-3.3115493774414064
ان مورتیوں کی حثیت کا ابھی تعین نہیں کیا گیا ہے۔,-1.7265659679066052
دہلی، ہریانہ، پنجاب، ہماچل پردیش، جموں و کشمیر، چندی گڑھ,-5.2246044158935545
کسی کو آپ کے قریب آنے کی ہمت نا ہو سکی۔,-2.726371071555398
یہی نظریہ بعد میں پاکستان کے قیام کی بنیاد بنا۔,-2.936942291259766
ہم نے یہ بات بزرگوں سے سنی ہے منظر,-2.211690478854709
وہ اسلام آباد کے مرکزی قبرستان میں خاک ہیں۔,-2.651156531439887
شیخ ابو نصر جیلانی کے فرزند ارجمند ہیں۔,-3.320631742477417
اگلے پیش قطعے کے پھر دو حصے ہو جاتے ہیں,-2.9804725646972656
مستونگ روڈ ریلوے اسٹیشن مستونگ روڈ میں واقع ہے,-2.21937624613444
مقامی نام فائے چان کنگری یا پھلچن کنگری ہے۔,-5.103847503662109
آپ کہتے ہیں تو زنجیر ہلا دیتے ہیں,-1.5583977699279785
قصبہ کالونی شمالی اور مغربی کراچی کو جوڑتا ہے۔,-3.335452609592014
"""خدا وند میرے مالک نے یہ سب """"کہا۔""",-3.9574432373046875
فرانسسکو ڈی پیڈرو نے زیادہ بہتر مصنوعی پیس میکر بنایا۔,-4.819116592407227
آگرہ اور علی گڑھ مسلم یونیورسٹی میں تعلیم پائی۔,-1.9714005788167317
صدر مسلح افواج کے کمانڈر ان چیف کا درجہ رکھتا ہے۔,-2.284921646118164
ایک کمزور اور بے وقوف ہیرو جیسا کردار ہے۔,-2.107659445868598
جو مغربی افریقہ کے سوانا میں کاشت کی جاتی ہے۔,-2.771698570251465
یہ گیزہ کے تین اہراموں میں سب سے چھوٹا ہے۔,-3.1820953369140623
یہاں سے اقبال کی بحیثیت شاعر شہرت کا آغاز ہوا۔,-3.151840019226074
بنیادی طور پر حرام مغز کے دو اہم کام ہیں:,-2.6321832656860353
کھچی والا ریلوے اسٹیشن پاکستان میں واقع ہے۔,-2.075148820877075
کچھ کہتے ہیں کہ کسی کیمیائی عمل سے ایسا ہوا۔,-2.596278762817383
عجب کچھ لطف رکھتا ہے شب خلوت میں گل رخ سوں,-2.8269594365900215
گنتی میں اسے نو سو انہتر بولا جاتا ہے۔,-1.7487523820665147
اور شہر کے سارے مناظر اندھیرے میں کھو گئے ہیں۔,-2.17095890045166
اس اعلان میں اس بات پر توجہ دلائی گئی کہ:,-2.4323490142822264
آزادی حاصل کرنے کے دنوں میں ہندوستان تقسیم ہو گیا۔,-2.1600576400756837
میں کہے جانے والے لفظی منتروں کو 'یجس' کہا جاتا ہے۔,-3.323544588955966
پاکستان کی سب سے بڑی فلم انڈسٹری لولی وڈ ہے۔,-2.452738380432129
آخری صدر اعظم اعظم کے لیے صدر اعظم کی اصطلاح رائج,-2.6763423572887075
انتہائی ایماندار، سیدھے اور کھرے انسان ہیں ۔,-2.6975889205932617
انسانی ملک یا بیرون ملک اور ممکن ہے۔,-3.4081931114196777
پنجاب اور سندھ کے علاوہ بلوچستان میں بھی۔,-2.9667396545410156
آبادی کے لحاظ سے یہ ایک چھوٹا شہر ہے۔,-1.7967166900634766
شاہ رخ خان ارجن اور وجے سنگھ کے طور پر,-2.8166175842285157
سکاٹش اور اہم ٹرنک روڈز کو ٹرانسپورٹ سکاٹ لینڈ سنبھالتی ہے۔,-2.159518155184659
"""خط"""" زمانی: ایودھیا کے مقدس مقام کا """"بحران""""۔""",-4.805960655212402
اس طرح مٹی کی کھلونا گاڑیاں بھی ملی ہیں۔,-1.967206531100803
یہ سطح اس گلابی مٹی سے بنی ہوئی ہے۔,-3.0974123213026257
اردو میں اپنے موضوع پر یہ اولین کتابوں میں سے ہے۔,-2.2528112584894355
انقلاب فرانس ان کے نزدیک بہت زیادہ اہمیت کا حامل تھا۔,-1.9947627674449573
انہوں نے تیلگو زبان کا پہلا ڈرامہ 'کنیا شلکم' لکھا۔,-3.3214031219482423
اسے منطقی پروگرامنگ سکھانے کے لیے بھی استعمال کیا جاتا ہے۔,-2.333083239468661
ان کو آپنے آپنے علاقوں میں رہنے کی اجازت تو تھی۔,-2.7597151669588955
جلو جو چنرڈ ریلوے اسٹیشن پاکستان میں واقع ہے۔,-2.683593326144748
یہ مشرق وسطی کے مشہور مشروبات میں سے ایک ہے۔,-2.563220977783203
قلعے کے تینوں جانب فصیل کے نشانات موجود ہیں۔,-3.278733571370443
یرمیاہ عالم ہی نہیں بنی اسرائیل کو نبی بھی تھا۔,-3.3849300384521483
نتیجتا پیسو کی قدر کو ڈالر سے جوڑ دیا گیا۔,-3.7211814880371095
کسی ایک کو یکسر چھوڑ دینا تباہی کے سوا کچھ نہیں۔,-2.7866184928200464
میں نے کہا شوق سے ضرور پڑھوا دیجئے۔,-3.461656093597412
ڈپتی کلکٹر دفتر میں کلرک کا بھی کام کیا۔,-4.147115071614583
بولیویا کا ملک بھی اسی کے نام سے موسوم ہے۔,-2.1621372222900392
ان میں بعض ڈستی کلہاڑے کی شکل کے ہیں۔,-1.9701116349962022
اس ہنگامے کی ناکامی مانچو خاندان اور ملکہ کی ناکامی تھی۔,-3.6630727594549004
سب سے بڑھ کر قرآن کریم کا یہ ارشاد کہ :,-1.9079296805641868
سترہویں صدی قبل مسیح کے چاند گرہنوں کی فہرست,-1.6162080764770508
سید جرغام حیدر آزاد انٹر کالج بہرائچ کے منیجر۔,-4.799609714084202
حیاتیات میں نسب کے مطالعے کو وراثیات کہتے ہیں۔,-3.736524369981554
اس کی دانائی ہماری ادنی عقل سے ما ورا ہے۔,-1.6717971801757812
مگر اس کی یہ آرزو پوری نہ ہو سکی۔,-2.7014846801757812
لاسز یا کاپر لاسز کم ہو جاتے ہیں۔,-4.56503438949585
تیسری صدی قبل مسیح کے چاند گرہنوں کی فہرست,-1.60328123304579
لہذا اس کے ہاں تلمیحاتی نظام مضبوط ہے۔,-3.6182353496551514
کنکریاں پھینکنے کی رسم عربوں میں اسلام سے پہلے بھی تھی۔,-3.301290685480291
یہ شہر صوبائی ونی پگ کے قریب ہی واقع ہے۔,-2.565147590637207
بنیادی برآمدات میں وسکی، الیکٹرانکس اور معاشی خدمات سرفہرست ہیں۔,-4.250277328491211
اس کے علاوہ سیاحت بھی اہم ذریعہ آمدن ہے۔,-1.7743597030639648
کسی بھی میٹرکس کے لیے، اور متناظر میٹرکس ہوں گی۔,-4.02921142578125
ترجمہ: بادشاہت، غلبہ، کبریائی اور عظمت کا مالک,-4.618049144744873
فورا دارلحکومت پہنچا اور ہر طرف ہرکارے دوڑائے گئے۔,-4.291135152180989
"""موضع ریحانہ ضلع ہزارہ """"سرحد"""" میں پیدا ہوئے۔""",-5.141746997833252
آپ کے ہاں ابتدا میں بہت تنگی تھی۔,-3.2097392082214355
زیادہ تر یہ دوسری شخص کی درخواست کے بعد ہوتا ہے۔,-2.6987843946977095
جناب سکینہ کے والدہ گرامی کی بیٹی رباب تھیں۔,-4.087645212809245
اب بھی نئی دنیا اس سے تحریک حاصل کر رہی ہے۔,-2.776490471579812
سموسے مصالحہ دار ترکاری یا گوشت کے بنائے جاتے ہیں۔,-3.7814273834228516
ان چینیوں میں زیادہ تعداد کوانتنگ صوبے کے مردوں کی تھی۔,-3.508682597767223
اور ممبئ میں آغاخان دوم علی شاہ قیام پزیر تھے۔,-3.990761566162109
ان کا پورا نام فیض اللہ خان ڈومکی تھا۔,-2.1035741170247397
مظاہرین نے ٹرکوں خاص طور پر نشانہ بنایا۔,-3.6741795539855957
اندگی گزارنے کے لیے پتھر کے اوزار بناتا تھا۔,-2.5085760752360025
یہاں انہوں نے قانون کے ساتھ ادب کا بھی مطالعہ کیا۔,-2.52124040777033
یہ لوگ بڑی ہوشیاری سے مسافروں کو لوٹ تھے۔,-2.6960728963216147
وہ صوقلو محمد پاشا کے عم زاد تھے۔,-3.8389461040496826
تبسم خوبصورت کلاسیکی موڈ کے ساتھ غزل کہتے ہیں۔,-2.07108031378852
بلوچستان کی بڑی زبانیں بلوچی، پشتو، براہوی اور فارسی ہیں۔,-4.326039123535156
قرآن فہمی کی ترغیب دلانا اس کا بنیادی مقصد ہے۔,-2.870533752441406
اردو غزل کے اظہار کے موضوعات کا تعین کیا۔,-2.455868191189236
ان کے اجداد گھوڑوں کا کاروبار کیا کرتے تھے۔,-2.2267619238959417
اکیسوں صدی میں امریکی حکومت تشدد میں ملوث رہی۔,-3.6689813401963978
اس فلم کے بعد انہوں نے کئی کامیاب فلمیں بنائیں۔,-2.20190544128418
یہ اردن اور خطے میں سیاحوں کی توجہ کا مرکز ہے۔,-2.6330748471346768
انٹرنیٹ مووی ڈیٹابیس پر حمد بن خلیفہ الثانی,-2.1425023078918457
تذکرہ ہیں کہ حسینی شاعر بھی تھے اور نثر نگار بھی۔,-3.2808172052556817
عہد عباسی میں ایک خفیہ مذہبی اور سیاسی تحریک کا بانی۔,-2.46024565263228
محکوم ملک کے باشندوں کے سیاسی آزادی کے حقوق۔,-2.8592296176486545
نماز جنازہ مشہور عالم دین مولانا طارق جمیل نے پڑھائی۔,-2.633208465576172
چیپلن اور لارل بورڈنگ کے ایک ہی کمرے میں ٹھہرے تھے۔,-3.5488014221191406
وہ حسینی اور خواجہ بندہ نواز کی اولاد سے ہیں۔,-3.0207138061523438
گنتی میں اسے چار سو بہتر بولا جاتا ہے۔,-1.3792711893717449
عرب شاعروں نے کا درجہ بہت بلند ہے۔,-2.940847635269165
جمرۃ الکبری کو بڑا شیطان کہا جاتا ہے۔,-3.721370220184326
ان کی پہلی آبادی دریائے پرانا کے کنارے آباد قلعہ تھا۔,-1.7962760925292969
دل کی مشکل کبھی آساں نہیں ہونے دیتا,-2.5951099395751953
البتہ شریعت کے خلاف کام لینا حرام ہے۔,-2.5334255695343018
اے کے امتحان میں ایک بار پھر پہلی پوزیشن حاصل کی۔,-2.340214642611417
یہ ٹیکسائلز سکندر کے مدد گار ہو گئے تھے۔,-3.4206670125325522
"""آج"""" کا دن تاریخ """"میں""""،"""" اردو ڈاٹ کو""",-4.533069610595703
یہ فلم سعادت حسن منٹو کے ایک افسانے سے ماخوذ تھی۔,-2.693159970370206
ابطال عقد کسی دلیل برہان کی ضرورت نہیں ہے۔,-3.3125442928738065
اونگ کی بادشاہت چین کی آخری بادشاہت تھی۔,-2.7714312076568604
یہودا کے فرقہ میں سے کالب بن یفنہ,-4.600698471069336
قلندر در عطا پہ جڑا مہروفا سراپائے حق نما ہے ۔۔,-4.689742695201527
جلد سازی کے لوازمات اعظم گڑھ جا کر لاتے تھے۔,-3.251932907104492
بستی فوجا ریلوے اسٹیشن پاکستان میں واقع ہے۔,-2.4699974060058594
بعد میں وہ طویل عرصے تک ان لیبارٹریز کا پروفیسر رہا۔,-3.184758273037997
یہ نیشنل ہائی وے اتھارٹی کے زیر انتظام ہے۔,-2.2769162919786243
اٹھارہویں صدی قبل مسیح کے چاند گرہنوں کی فہرست,-1.6496764289008246
اس خاک کے نیچے تو ہزاروں بے کفن دفن ہیں۔,-2.179158020019531
ان کے بعد کئی بار قید اور رہا ہوئے۔,-2.304825041029188
"""عالمی"""" کبڈی لیگ کی سرکاری ویب سائٹ- صفحہ """"اول""""۔""",-4.540395100911458
پھر اس جوڑے کو جنت میں رہنے دیا۔,-3.1223392486572266
آپ اردو کے علاوہ عربی و فارسی کے بھی عالم تھے۔,-2.4660283868963067
"""کا اداکار اسٹنٹ کے دوران میں زخمی ۔ ڈان """"نیوز""""۔""",-4.121656036376953
