,estimate
جب کی وفات ہو گئی تو اسماء نے جناب امیر علیہالسلام سے عقد کیا اور ان کی بیٹی ام کلثوم اور وہ جناب امیر کے گھر رہتے تھے اسی بنا پر لوگ یہ سمجھنے لگے کہ جو ام کلثوم عمر کے عقد میں ہے وہ علی و فاطمہ کی بیٹی ام کلثوم ہیں۔,1.6202299806697453e-124
وفات کی خبر بجلی کی طرح ملک بھر میں، بلکہ پوری دنیا میں پہنچ گئی، شام کو چھ بجے نمازجنازہ کا وقت تھا، چنانچہ چھ بجے سے پہلے ہی اس قدر ہجوم جمع ہو گیا کہ نظامالدین آنے والے تمام راستے بند کرنے پڑے۔,1.0437910721517152e-103
سیاہ فام مرد اور خواتین مخصوص انداز میں رقص کرنے لگتے ہیں جس دوران میں ان پر وجدانی کیفیت طاری ہوجاتی ہے اور یہ ایک دوسرے کے گلے بھی لگ جاتے ہیں، ان سب کے ننگے ہوتے ہوتےہیں اور سر پر رومال بندھا ہوتا ہے جبکہ ہاتھوں میں فقیری ڈنڈے ہوتے ہیں۔,3.318822669378487e-122
رو میں آئے تو خود ہی گرمئی بازار ہوئے,2.0775130947644742e-22
سید حلیم حسن اعرجی عراق۔,6.100363394219132e-13
آسمان محراب,1.2379419743730079e-05
ان کی نماز جنازہ ان کے ساتھی محمد ہزاروی نے پڑھائی۔,4.208466538339374e-27
محمد علی نام: کیسیئس مارسیلس کلے جونیئر 17 جنوری، 1942ء - وفات: 3 جون امریکہ کے ایک سابق مکے باز تھے، جو 20 ویں صدی کے عظیم ترین کھلاڑی قرار پائے۔,1.2925808358173066e-73
دینی اصطلاح میں یہ زمین کی پیداوار کی زکوۃ ہے۔,9.303608385382194e-25
بعد میں انہوں نے جامعہ پنجاب سے پولیٹیکل سائنس میں ماسٹرز کی ڈگری حاصل کی اور پاکستان کی سول سروس میں شمولیت اختیار کی۔,2.2108138150756243e-57
کتاب عبودیت مصنفہ ابن,1.5325003319145408e-10
جہاں مشقت طلب زندگی ہونے کے باعث جینسی تلذذ ان کے دماغوں میں نہیں چھایا ہو۔,8.825153980596966e-39
محمدی کالونی۔,1.2379419743730079e-05
ان کے لشکر کو واپس آنے کے بعد یہ اطلاع ملی کہ یہ خبر جھوٹی تھی۔,8.825153980596966e-39
بہت سارے چھوٹے قصبے ریل کی پٹڑی کی تعمیر کے ساتھ ساتھ تعمیر ہوتے گئے۔,1.8918464009445433e-36
صدر الشہید عمر بن بن عمر مازہ فقہ حنفی کے بہت بڑے فقیہ ہیں۔,4.073652268171762e-34
دونوں صورتوں میں انکی تعبیر کا نتیجہ ایک ہی برآمد ہوتا ہے، یعنی خلیات کی بے قابو نشو و نما یا سرطانی خلیات۔,4.63628829243993e-55
جنوں کی تین قسمیں ہیں ایک قسم کے پر ہیں اور میں اڑتے پھرتے ہیں ۔,8.825153980596966e-39
اور اس سے پہلے تین سو اٹھانوے اور اس کے بعد چار سو بولا جاتا ہے۔,8.825153980596966e-39
قاضی محمد صادق صاحب کے خاندان میں تعلیم و تربیت کا ایک مثبت عملی انداز چلا آ رہا تھا۔,9.155542854880783e-46
سجاد ظہیر کے ہندوستان میں آنے کی خبر سے ہندوستانی ادیبوں، فنکاروں میں پھر سے نئی توانائی پیدا ہو گئی۔,4.3278564494278774e-48
صوبہ بلوچستان ضلع کے شمال میں واقع ہے۔,4.697114534636355e-20
نام لیوا جس کے شاہنشاہ عالم کے ہوئے جانشیں قیصر کے، وارث مسند جم کے ہوئے,8.825153980596966e-39
دل کا دورہ پڑنے کی وجہ سے دلی میں ان کا انتقال ہوا۔,8.816647866323124e-32
ڈاکٹر - نوبل انعام یافتہ نظریاتی طبیعیات؛ فلکی طبیعیات,2.0775130947644742e-22
استغاثہ کے وکیل کا یہ دعوی جیٹھ ملانی کے اس دعوے پر حکمکا کا محرک یہ امر ثابت ہوا جس میں انہوں نے نابالغ بچی کو مردوں کی طرف متوجہ ہونے کی بیماری کی دلیل دی تھی۔,1.6436469390602546e-87
واٹرلو، نیو ہیمپشائر,4.106522169121895e-08
اسی طرح اگر کوزہ محلہ کی بات کی جائے تو اس میں لیس خان۔,4.073652268171762e-34
لیکن ان 27 سالوں میں امریکا کا کاغذی ڈالر بین الاقوامی کرنسی بن چکا تھا۔,1.8918464009445433e-36
فروری 2017ء میں کمپنی نے ملین امریکی ڈالر خرچ کرنے کے منصوبے کا اعلان کیا، تاکہ صارفین کی تعداد 50 ملین سے بڑھ کر 150 ملین کی جا سکے۔,5.58073144920859e-69
اس طرح کی مشین کو سپلائی کے متوازی جوڑا جائے تو یہ لیڈنگ کرنٹ فراہم کرتی ہے جو جزوی طور پر لوڈ کے ری ایکٹو جز کو ختم کرتی ہے۔,2.6843121035751166e-71
اگرچہ قریش سچائی پر تھے مگر آپ نے کشت و خون میں حصہ نہیں لیا۔,1.8918464009445433e-36
سنہ 1977ء کی پابندی کے بعد شیعہ سماج احتجاج کرتا رہا اور محرم کے موقع پر بڑے پیمانے پر گرفتاریاں ہوتی تھیں۔,9.74115483237776e-53
سینٹ ڈیوڈز,1.2379419743730079e-05
علامہ قاضی کوکب کی مختصر سوانح,2.5295286488234307e-15
اردو زبان میں مستعملی,1.5325003319145408e-10
جو اپنے بھائی کا انتقام لینے کے لیے آیا تھا۔,9.303608385382194e-25
آپ کی سے برصغیر پاک و ہند کا کونہ کونہ منور ہوا، برصغیر سے باہر افغانستان، وسط ایشیا، ایران، عراق، شام اور حجازمقدس تک آپ کا فیض پہنچا۔,1.1616249961386989e-66
ابن قیم,1.2379419743730079e-05
وزیر اعلی بلوچستان,4.106522169121895e-08
تاریخی اعتبار سے دوسرے اہم ناول نگار سرشار ہیں۔,2.0775130947644742e-22
تزکیہ کے اسی عمل کو قرآن مجید نے فلاح قرار دیا ہے۔,1.919554555565547e-29
اس کے علاوہ انہوں نے ڈیرہ اسماعیل خان کی تاریخ پرانے شعرا اور کے شاعروں پر ایک کتاب بھی تحریر کی ہے۔,9.74115483237776e-53
یتیم بچے اٹک شہر کے ایک بہترین اسکول الحرا پبلک اسکول میں پڑھنے جاتے ہیں جہاں عام بچوں سے بھی ان کا میل جول ہوتا ہے۔,5.0526631739183935e-62
جنگ آزادی کے بعد کی دہائی میں یہ علاقہ پیٹریاٹ یعنی ملک کی آزادی چاہنے والے اور رائلسٹ یعنی ہسپانوی بادشاہت کے وفاداروں کے درمیان بٹ گیا۔,2.421001584909008e-64
مولانا حکیم محمد اشرف صاحب باشارہ غیبی تلاش مرشد میں نکلے اور قادریہ سلسلے کے ایک بزرگ کے پاس جا پہنچے۔,2.0509198587269608e-50
گنتی میں اسے ایک ہزار سات سو چوہتر یا سترہ سو چوہتر بولا جاتا ہے۔,1.8918464009445433e-36
کلی مورتیوں میں لڑکیوں اور عورتوں دوسرے زیورات بھی پہنائے گئے۔,4.208466538339374e-27
احادیث کے اس مجموعہ کو امام بن ہمام نے فقہی ترتیب سے تصنیف کیا اس میں انہوںنے 31 کتاب مرکزی عنوان بنائے جس میں پھر کئی ابواب شامل کیے، پوری کتاب 19202 احادیث پر مشتمل ہے کتاب سے آغاز کیا ہے اور کتاب پر اختتام کیا انتہائی اہمیت کی وجہ سے حافظ اس کتاب کو سے تعبیر کیا۔,4.515961708685915e-136
شیطانی بائبل 1969ء میں اینٹون لاوی کی جانب سے شائع مضامین، مشاہدات اور رسوم کا مجموعہ ہے۔,4.132934239051387e-41
کتنی خاموشی سے آیا؟,1.5325003319145408e-10
پس اس سے معلوم ہوا کہ یہ موسی کاظم کے پسران احمد و محمد کی آخری آرامگاہیں ہیں۔,1.942227296513094e-43
فہرست تسمانیا کے دریا,1.5325003319145408e-10
کلیولینڈ، الینوائے,1.2379419743730079e-05
وہ سیاست سے معاشرت، معیشت، تہذیب اور مذہبی امور پر بھی طنز نگاری کرتے ہیں۔,1.8918464009445433e-36
منڈی بہاوالدین,1.2379419743730079e-05
6دسمبر 2018ء کو ایرانی صوبے سیستان بلوچستان کے ساحلی شہر چابہار میں ایک پولیس اسٹیشن کے نزدیک دہشت گردانہ حملہ ہوا جس میں کم از کم چار پولیس اہلکار ہلاک اور 48 افراد زخمی ہوئے۔,7.017976840846439e-83
جب مقامی قانون کی طرف سے اجازت دی گئی تو ترقی یافتہ دنیا میں طب میں سب سے محفوظ طریقہ کار کے درمیان میں رہنے کی اسقاط حمل کی ایک طویل تاریخ ہے۔,3.0063237715017744e-78
چین کی کامیابی کی تاریخ کوئی چھ ہزار سال قبل تک پہنچتی ہے۔,8.816647866323124e-32
گنتی میں اسے تین ہزار دو سو اڑسٹھ یا بتیس سو اڑسٹھ بولا جاتا ہے۔,1.8918464009445433e-36
اس معاملے میں بہت اہم ہے کہ یہ وہ دور تھا جب ترقی پسند ادبی تحریک کو مقصدیت عطا کرنے کی کوشش جاری تھی۔,2.2108138150756243e-57
عام لڑائی کے پہلے تین نامور قریشی سردار میدان میں آئے اور انہوں نے نہایت متکبرانہ انداز میں طلب کیے لیکن وہ تینوں مقتول ہوئے۔,1.056059882381019e-59
مسلہ اسینٹیاگو ڈے لاس کی مسجد کے امام ہیں اور نماز جمعہادا پڑھاتے ہیں۔,4.073652268171762e-34
اسلام مدینہ میں تیزی سے ترقی کر رہا تھا اور یہ بات قریش مکہ کے لیے بہت تکلیف دہ تھی اور وہ مسلمانوں کو ختم کرنے کے منصوبے بناتے رہتے تھے اور مسلمان ہر وقت مدینہ پر حملے کا خدشہ رکھتے تھے۔,4.416585880265894e-99
اسپین میں زیادہ تر لوگ مسیحی مذہب کو مانتے ہیں۔,9.303608385382194e-25
11ء، عیسوی تقویم کا سال,6.100363394219132e-13
ویلز کا کہنا ہے کہ انڈیا پاکستان میں قدیم حجری دور میں انسان کو اپنے پر کھڑا کرنا مشکل ہے۔,4.3278564494278774e-48
محکوم ملک کے باشندوں کے سیاسی آزادی کے حقوق۔,2.0775130947644742e-22
جانتے تھے کہ اس طرح چیزوں کے ساتھ اپنائیت اور بے تکلفی پیدا ہے جو بے حد ضروری اور مفید ہے۔,2.0509198587269608e-50
وہ سمجھاتے تھے کہ چونکہ چاند سورج کے مقابلے زمین کے نزدیک ہے، اس وجہ سے چاند کے روشن حصے کا انحصار اس بات پر ہے کہ چاند اور سورج کے بیچ تقابلی مسافت کتنی ہے۔,3.395022184188216e-85
الفانسن کی حکومت نے لاپتہ افراد کی واپسی، مسلح افواج پر حکومت کی بالادستی اور مستحکم جمہوری اداروں کے لیے اقدات اٹھائے۔,9.74115483237776e-53
ہیرا سنگھ نے ایک ستکارت سکھ بھائی گرمکھ سنگھ اور مصر بیلی رام کو اس لیے قتل کروا دیا کیونکہ انہوں نے کنور نونہال سنگھ کی موت کے بعد راجا دھیان سنگھ کے اس کو مہاراجا بنانے کے خیال کی مخالفت کی تھی۔,2.146508717768867e-101
مسٹر ہاوٹری، اسکول کے انتہائی سخت ہیڈ استاد۔,4.697114534636355e-20
ان سے قبل پائیس یازدہم پوپ تھے۔,1.0788422720903528e-17
اسی دوران اس کے والدین نے اس کی شادی ایک کاروباری شخص سے طے کردی تاہم تھوڑی ہی مدت میں یہ شادی ختم اور ہولنکی نے طلاق لے لی۔,5.58073144920859e-69
ضلع کوہلو,1.2379419743730079e-05
آئی ایس دھلون کے مطابق بھنگڑا دراصل باگا رقص سے نکلا ہے جو پنجاب کا فوجی رقص ہے۔,1.942227296513094e-43
چوتھا زمانہ بہت بعد کا ہے۔,2.5295286488234307e-15
موجودہ عمارت کی حالت کو دیکھتے ہوئے ایسی عمارت کی تجویز پیش کی جارہی ہے جو دیرپا ہو۔,1.942227296513094e-43
کتنی رکاوٹیں عبور کرنا پڑتی ہیں جی جی کر مرنا اور مرمر کر جینا پڑتا ہے۔,8.825153980596966e-39
وہ دائیں ہاتھ درمیانی تیز گیندباز ہے۔,1.0788422720903528e-17
اس کو دسمبر 2003 نیواڈا ایئر بیس کے حوالے کر دیا گیا جنھوں نے اسے چیک کیا۔,4.132934239051387e-41
