,Stim
1292,محمد زئی درانی کے قبیلہ سے تعلق رکھتے تھے۔
1293,14 اکتوبر: ریاست قلات پاکستان میں شامل ہو گئی۔
1294,انھیں 1920 میں کیمسٹری دا نوبیل انعام دیا گیا۔
1295,ڈپتی کلکٹر دفتر میں کلرک کا بھی کام کیا۔
1296,ہندو صرف وشنو اور شو کی پوجا کرتے ہیں۔
1297,1977ء -وزیر اعظم بھٹو کی حکومت ختم کردی گئی۔
1298,کرب بدن سے کم نہ ہوئے دل کے فاصلے
1299,بیونس آئرس 1776 کو دار الحکومت کا درجہ ملا۔
1300,یسوع نے ان سے کہا مٹکوں میں پانی بھردو۔
1301,18 جنوری: نئی دہلی میں کونسل کا افتتاح ہوا۔
1302,رو میں آئے تو خود ہی گرمئی بازار ہوئے
1303,ڈاکٹر - نوبل انعام یافتہ نظریاتی طبیعیات؛ فلکی طبیعیات
1304,تاریخی اعتبار سے دوسرے اہم ناول نگار سرشار ہیں۔
1305,محکوم ملک کے باشندوں کے سیاسی آزادی کے حقوق۔
1306,آپ کی وفات قصبہ جرول بہرائچ ھ میں ہوئی۔
1307,گنتی میں اسے ایک سو تین بولا جاتا ہے۔
1308,انھیں کمرے کی بوسیدہ چھتوں سے ڈر نہیں لگتا
1309,رسالہ سارنگادھرا میں ان کی تصانیف شایع ہونے لگیں۔
1310,"""کا اداکار اسٹنٹ کے دوران میں زخمی۔ ڈان """"نیوز""""۔"""
1311,رانی لکشمی نے اس وقت انگریزوں کا مقابلہ کیا۔
1312,آپ کا عظیم علمی کارنامہ شرح دیوان حافظ ہے۔
1313,امام ابو حنیفہ کے نزدیک سجدہ تلاوت واجب ہے۔
1314,اسی طرح ضمنی کرداروں میں اسفندیار، منوا، عورت، سہیلیاں
1315,پوپ جان اپنی وفات اگست 1978ء تک پوپ رہے۔
1316,اخیر عمر میں ناک میں ایک زخم ہو گیا۔
1317,راستے میں جس طرح قافلے لٹ پٹ جاتے ہیں۔
1318,کئی تصانیف پر تبصرے، تنقید اور مراسلے لکھنے لگے۔
1319,وہ کہہ گیا تھا یہی وقت امتحاں کا ہے
1320,تقوی و طہارت میں اعلی مقام پر فائز تھے۔
1321,قطر میں ہندو آبادی ملکی آبادی کا بنتی ہے۔
1322,اٹھارہویں صدی قبل مسیح کے چاند گرہنوں کی فہرست
1323,کانوں میں پہنے کے تکونے زیورات بھی ملے ہیں۔
1324,چوڑے پتوں والے درخت بھی یہاں عام ملتے ہیں۔
1325,نیپچون کا اوسط درجہحرارت منفی 200 ڈگری سینٹیگریڈ ہے۔
1326,وہ اول کے بیٹے اور ثانی کے بھائی تھے۔
1327,یہودی اور مسلمان ایک دوسرے کے حلیف ہوں گے۔
1328,کرنے کے بعد رسوم کا مستقل حصہ بن گئے۔
1329,"""بیشک"""" نفس تو برائیوں کا ہی حکم دیتا """"ہے۔"""
1330,یہاں کچھ بوسیدہ کمرے مورچوں سے مشابہت رکھتے ہیں۔
1331,ہائپوکلوراڈ یا ہائپوبرومایٹ بلیچگ سے بھی اکسیجن ملتا ہے۔
1332,گنتی میں اسے سات سو پینسٹھ بولا جاتا ہے۔
1333,جس حرف پر فتحہ ہو اسے مفتوح کہتے ہیں۔
1334,کشیدند لشکر بہ دشت و دریا پس پشت کرد
1335,اس کا مشاہدہ شعاع اللہ علائی نے کیا تھا۔
1336,بعد ان پر سرخ مٹی کے دھبے لگے ہیں۔
1337,یہاں کے مزبان زرنگ میں قلعہ بن ہو گیا۔
1338,موت کے درندے میں اک کشش تو ہے ثروت
1339,1936ء میں آپ مسلم لیگ کے سیکرٹری جنرل بنے۔
1340,ٹک مہر کے پانی سوں یہ آگ بجھاتی جا
1341,مگر اس نے صاف انکار کر دیا اور کہا
1342,لیکن ان کی اہمیت کو نہیں بھلایا جا سکتا۔
1343,پاکستان کے چین کے ساتھ تعلقات انتہائی اچھے ہیں۔
1344,1978ء میں ایک حادثے میں آپ کی وفات ہوئی۔
1345,خود انہیں سبریملا میں داخلے سے روکا گیا ہے۔
1346,گنتی میں اسے سات سو تینتالیس بولا جاتا ہے۔
1347,شاہی ٹمپ کے مقام پر جو جھکڑا ملا ہے۔
1348,سلسلہ نسب امام جعفر الصادق تک جا ملتا ہے۔
1349,ڈاکٹر دانی نے اس کے پانچ زمانے بتائے ہیں۔
1350,گنتی میں اسے ایک سو سات بولا جاتا ہے۔
1351,بلامبالغہ علامہ اقبال ایک عظیم مفکر مانے جاتے ہیں۔
1352,مندرجہ ذیل میں موضوع وار راوین کی فہرست ہے۔
1353,اسے سولہویں صدی کے درمیان میں بنایا گیا تھا۔
1354,وہ اوسلو معاہدے کے مخالفوں میں سے ایک ہیں۔
1355,پہلے حصے کا تعلق انصار و مہاجرین سے ہے۔
1356,یہ خطاب انہیں ان کے مداحوں نے عطا کیا۔
1357,یہ فلم بین جنسیت کے موضوع پر بنی ہے۔
1358,یادو کی اولاد سے کرشن جی اور بلرام تھے۔
1359,فتاوی رضویہ احمد رضا خان بریلوی جلد 29 صفحہ
1360,انسانی کھال کے نیچے چربی کی تہ کا ہونا۔
1361,تیسری صدی قبل مسیح کے چاند گرہنوں کی فہرست
1362,آپ نے علوم دین فلسفیانہ پیرائے میں پیش کیے۔
1363,وہ اپنے کالج میں فارسی کے مدرس ہو گئے۔
1364,یکی لشکری ساخت افراسیاب/ز دشت سپیجاب تا رود آب
1365,چٹانوں کے یہ چھوٹے چھوٹے ریزے ریت کہلاتے ہیں۔
1366,ایک آنلائن لغت میں جنون کی تعریف کا اندراج۔
1367,انہوں نے چند ٹیوی ڈراموں میں بھی کام کیا۔
1368,یہ فلم اسقاط حمل کے خلاف بنائی گئی تھی۔
1369,معاہدہ لوزان ترکی کی عظیم فتح سمجھا جاتا ہے۔
1370,ہیمر اسٹورم، ہرالڈ؛ فورکل، رابرٹ؛ ہاسپلمتھ، مارٹن، ویکی نویس
1371,وہ ڈینیس کی طرف رغبت کا اظہار کرتا ہے۔
1372,پھر اتفاق سے بادشاہ کو آپینڈکس ہو جاتا ہے۔
1373,ہم رات بہت روئے بہت آہ و فغاں کی
1374,روزہ تقوی حاصل کرنے کا ایک بہترین ذریعہ ہے۔
1375,انھیں 1959 میں کیمیاء کو نوبیل انعام دیا گیا۔
1376,ان کے اجداد گھوڑوں کا کاروبار کیا کرتے تھے۔
1377,اس طرح جان لیوا ڈویل سے بچا جاتا تحا۔
1378,یہ ٹیکسائلز سکندر کے مدد گار ہو گئے تھے۔
1379,ایمآر کیانی - سابقہ منصب اعلی لاہور عدالت عالیہ
1380,اسٹیفن ہاکنگ کا اگلا مقصد خلا میں جانا ہے۔
1381,پیامی سرائیکی اور اردو کے غزل گو شاعر ہیں۔
1382,شروع ہی سے سیاست میں سرگرمی سے حصہ لیا۔
1383,یہ مغربی چینکیہوا بازی میں کلیدی حیثیت رکھتا ہے۔
1384,نقشوں میں اس کا مقام بائیں طرف ہوتا ہے۔
1385,ہسپانویوں نے جنوبی امریکا میں اپنا قبضہ جما لیا۔
1386,انسٹی ٹیوٹ فار فزیکلی ہینڈیکیپڈ چلڈرن، سریاب روڈ کوئٹہ
1387,کلی میں ارل سٹین نے جو کھدائی کروائی تھی۔
1388,کیونکہ بدکار کا انجام بد تک پہنچانا ضروری ہے۔
1389,1929ء - ممتاز مزاحیہ شاعر دلاور فگار کی پیدائش
1390,باتور کا حرارت -26 سیلسیس تک گر جاتا ہے۔
1391,دریائے سندھ اس سلسلے کا اہم ترین دریا ہے۔
1392,1981ء میں سپریم کورٹ کے ایڈہاک جج رہے ۔
1393,آپ لوگوں سے مل کر بہت کھوش ہوا ہے۔
1394,سودہ بنت زمعہ ازواج مطہرات میں سے ایک ہیں۔
1395,کل رات ہجر یار میں رویا میں اس قدر
1396,جدید اسلامی درہم کو ڈھالنے والی کئی کمپنیاں ہیں۔
1397,اس میں گھندھار وادی اور پنچم سموادی سر ہے۔
1398,کے ایوان پاکستان کے لیے ایک انتخابی حلقہ ہے
1399,اس ماہنامے کا مقصد دینی معاملوں پر گفتکو تھا۔
1400,جو پہلی بار پیرس سے 1877ء میں شائع ہوا۔
1401,حضرات دفتر دوم، بدرالدین صفحہ 22، مکتبہ نعمانیہ سیالکوٹ
1402,دو تصدفی متغیر سمتیہ اور سمتیہ کے درمیان تضایف
1403,وقت کا کیا ہے گزرتا ہے گزر جائے گا
1404,وہ وفا شعار اور با وفا لڑکی ہوتی ہے۔
1405,شرح مفتی احمد یار خان نعیمی کتب خانہ گجرات
1406,ملک کی تمام تحصیلوں میں منہاج ہسپتالوں کا قیام
1407,عوامی جمہوریہ چین کے بڑے مذاہب کچھ ایسے ہیں:
1408,ان کی تعداد زنانہ مورتیوں سے کہیں زیادہ ہے۔
1409,شروغ میں اس حکومت کے پایہ تخت کلکتہ تھا۔
1410,مدینہ میں رہتے ہوئے یہودیوں کو مذہبی آزادی ہوگی۔
1411,اخبار مقامی اور عالمی تبصروں کے لیے مشہور تھا۔
1412,برس کی عمر میں جماعت اسلامی کے رکن بنے۔
1413,سورج کے ساتھ طلوع اور غروب ہونے والے 'بچے'
1414,1848ء میں وہ مالوہ کالج سے منسلک ہو گئے۔
1415,آپ کے والد کا نام ملک مکھنہ خان تھا۔
1416,قلعے کے تینوں جانب فصیل کے نشانات موجود ہیں۔
1417,اپنی آگ کی تلاش۔ سنگ میل پبلیکیشنز لاہور، 1999ء،
1418,انجیل باقی ماندہ واقعہ کو یوں بیان کرتی ہے:
1419,"""ان کی والدہ کا نام """"سلمی"""" بنت """"عمرو"""" تھا۔"""
1420,یوہانالا اس خاندان کا قدیم اور ابتدائی نام تھا۔
1421,اقبال کی غزل کا مرکزی کردار مکالمے کرتا ہے۔
1422,نے انہیں قاہرہ کے ثقافتی حلقے میں متعارف کرایا۔
1423,اندگی گزارنے کے لیے پتھر کے اوزار بناتا تھا۔
1424,وہ فٹبال اور باکسنگ کے مقابلوں میں حصہ لیتا۔
1425,جس سے ساری کہانی میں مزہ پیدا ہوتا ہے۔
1426,1940ء - بروس لی، امریکی، چینی اداکار، مارشل آرٹسٹ
1427,کمر کو گرم رکھنا دافع درد ثابت ہوتا ہے۔
1428,گنتی میں اسے آٹھ سو نوے بولا جاتا ہے۔
1429,اس واقعہ کا اسلامی نام شیطانک ورسز نہیں ہے۔
1430,آسارام سے زائد چھوٹے بڑے آشرموں کے مالک ہیں۔
1431,لانڈی کوتل ریلوے اسٹیشن لانڈی کوتل میں واقع ہے
1432,شیراد کلکر اور راجشری ٹھاکر ڈراما سات پھیرے سے
1433,ہندوستان میں چرچ مشنری سوسائٹی کا پہلا کارندہ تھا۔
1434,ان کی نماز جنازہ محمد ہزاروی نے ادا کی۔
1435,مفہوم: ایک جگہ دو یکساں طاقتور نہیں رہ سکتے
1436,اس کے جسم پر بھالوں کے درجنوں زخم تھے۔
1437,کلی میں سب سے زیادہ تعمیراتی باقیات ملی ہیں۔
1438,ڈاکٹر سلیم، اختر، سید علی اکبر شاہ کاظمی [2003ء]۔
1439,ضلع کی کل یونین کونسلوں کی تعداد 49 ہے۔
1440,ایک کمزور اور بے وقوف ہیرو جیسا کردار ہے۔
1441,اس کا سادہ ترجمہ برہنہ پستانوں کا احتجاج ہے۔
1442,عرب کے دستور کے مطابق پہلے انفرادی مقابلے ہوئے۔
1443,یہ مقابلے ایشین سرکل کبڈی قوانین کے تحت ہوئے۔
1444,تاہم مختلف ممالک میں اس کی تعریف یکساں نہیں۔
1445,"""مولانا"""" احمد لدھیانوی اور صحافتی تقاضے - ہم """"سب""""۔"""
1446,بعد میں استعفی دے کر دوبارہ وکالت شروع کی۔
1447,یا جاندار اپنے والدین کی وراثیاتی معلومات پاتے ہیں۔
1448,آنکھوں کو اب نہ ڈھانپ مجھے ڈوبتے بھی دیکھ
1449,"""میری خطائیں مغفرت برف اور اولوں سے دھو """"ڈال۔"""
1450,ان کی لوح مزار کے یہ دو ہیں :
1451,حسن بن عمار الشرنبلالی متوفی 1069ھ کی تصنیف ہے۔
1452,مسقطی ڈائری کے ویبسائٹ پر مسقطی کے بارے میں۔
1453,وفیات ناموران محمد منیر احمد سائنس بورڈ۔ صفحہ 657
1454,وہی عراق میں آپ کی پہلی شادی ہوئی تھی۔
1455,چونکہ مقدسہ مریم بھی دولہا کی رشتہ دار تھیں۔
1456,جبکہ ان کے 6 لاکھ سے زائد زخمی ہوئے۔
1457,تم نے بھی میرے ساتھ اٹھائے ہیں دکھ بہت
1458,ذیل میں اسی سے متعلق مضامین دیے گئے ہیں۔
1459,سالم آرگنائزر کے طور پر سلیم خان ڈنگ ڈونگ
1460,جس سے اس کی زندگی کی تفصیلی تصویر بنائی
1461,اس کے بعد ان کا سیاسی سفر شروع ہوا۔
1462,بغیر از ماہ رو ہر گز تماشا ماہتابی کا
1463,اجاڑ دے میری مٹی کو در بدر کر دے
1464,ہائر سیکنڈری سکول اولڈ سٹوڈینٹس اسوسیایشن سے منسلک ہیں۔
